student_id,id,title,level,date,module,genre family,discipline,disciplinary group,grade,words,s-units,p-units,tables,figures,block quotes,formulae,lists,listlikes,abstract,w/s,s/p,macrotype,gender,year of birth,L1,education (UKA: all secondary education in UK; Ukn: n years of secondary education in UK; OSA: all secondary education overseas),course,number_of_texts,complex
301,0301a,Explain the pros and contras of a rule that sets limits on budget deficits and debt levels of different government within a given currency area. Illustrate your answer using real-world examples.,2.0,11/1/05,Macroeconomics,essay,Economics,SS,M,2033.0,97.0,42.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,21.0,2.3,simple assignment,m,1983,English,OSA,Economics,1.0,0
302,0302c,Critically assess Locke's view that political authority rests on the consent of the governed.,2.0,11/1/05,Political Theory from Hobbes,essay,Politics,SS,M,1698.0,66.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,6.6,simple assignment,f,1985,English,UKA,History and Politics,1.0,0
302,0302d,To what degree have political parties regained their importance in US politics?,2.0,11/1/05,Politics of the USA,essay,Politics,SS,M,1460.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,6.4,simple assignment,f,1985,English,UKA,History and Politics,1.0,0
302,0302h,To what extent can a president's success be measured by his popularity?,2.0,4/1/06,Politics of the USA,essay,Politics,SS,M,5422.0,195.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.8,12.2,simple assignment,f,1985,English,UKA,History and Politics,1.0,0
303,0303a,"Could there be a World that is Physically Identical to ours, but in which Consciousness does not Exist? Explain and Discuss the role that the Question plays In Kripke's Argument.",2.0,12/1/05,Philosophy of Mind I,essay,Philosophy,AH,M,2786.0,84.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,33.2,4.2,simple assignment,m,1986,English,UKA,V500,1.0,0
303,0303b,Transcendence and Creation,2.0,4/1/06,Philosophy of Religion,essay,Philosophy,AH,M,2686.0,97.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.7,3.7,simple assignment,m,1986,English,UKA,V500,1.0,0
303,0303c,"If the Way of Truth is true, why does Parmenides write the Way of Seeming?",1.0,11/1/04,Introduction to Ancient Philosoph,essay,Philosophy,AH,D,2195.0,67.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,5.2,simple assignment,m,1986,English,UKA,V500,1.0,0
303,0303d,How Can it be Decided What a Human Right Is?,1.0,3/1/05,Introduction to Moral and Political Philosophy,essay,Philosophy,AH,M,1898.0,69.0,15.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,27.5,4.6,simple assignment,m,1986,English,UKA,V500,1.0,0
303,0303e,What is the Private Language Argument? What are its implications for the Cartesian Subject?,1.0,11/1/04,Introduction to Philosophy,essay,Philosophy,AH,M,1503.0,58.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,4.1,simple assignment,m,1986,English,UKA,V500,1.0,0
303,0303f,Hume Gives Two Definitions of Cause in the Treatise. Say How These Definitions Differ From One Another. Do You Think We can Accept Them Both?,1.0,3/1/05,Doing Philosophy,essay,Philosophy,AH,M,1231.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.5,simple assignment,m,1986,English,UKA,V500,1.0,0
303,0303g,Is Self-Reference the Cause of the Liar Paradox?,1.0,4/1/05,Diagonal Arguments,essay,Philosophy,AH,M,1406.0,59.0,18.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,23.8,3.3,simple assignment,m,1986,English,UKA,V500,1.0,0
303,0303h,Is Protagoras' Moral Relativism Equivalent to Modern Ethical Relativism?,2.0,11/1/05,Ethics I,essay,Philosophy,AH,D,3302.0,138.0,33.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,23.9,4.2,simple assignment,m,1986,English,UKA,V500,1.0,1
303,0303i,"In What Way, If Any, Is 'pain is c-fibre stimulation' Different From 'heat is molecular motion'? Discuss With Reference to Kripke's Argument",2.0,4/1/06,Philosophy of Mind I,essay,Philosophy,AH,M,2513.0,99.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.4,6.6,simple assignment,m,1986,English,UKA,V500,1.0,0
303,0303j,Does Morality Need Religion?,2.0,11/1/05,Philosophy of Religion,essay,Philosophy,AH,M,2635.0,109.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.2,6.1,simple assignment,m,1986,English,UKA,V500,1.0,1
307,0307a,Law and the International Business Environment,2.0,5/1/06,Law and the International Business Environment,essay,Law,SS,D,2664.0,83.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.1,4.4,complex but non-compound assignment (see notesStmt for details),m,1984,English,UKA,Law and Business Studies,1.0,1
311,0311k,Is the Simplicity of a Theory any Guide to its Truth?,3.0,1/1/05,Scientific Method,essay,Philosophy,AH,M,1495.0,75.0,25.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,19.9,3.0,simple assignment,m,1984,English,UKA,MPhys,1.0,0
311,0311l,Are There Satisfactory Criteria For Separating Science From Non-Science?,3.0,4/1/05,Scientific Method,essay,Philosophy,AH,M,3725.0,155.0,51.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,3.0,simple assignment,m,1984,English,UKA,MPhys,1.0,1
311,0311m,"Explain the distinction between the validity of an argument and the truth of its conclusions, and discuss the importance of this distinction both for mathematics and for experimental science.",3.0,1/1/05,Scientific Method,essay,Philosophy,AH,M,532.0,27.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,2.5,simple assignment,m,1984,English,UKA,MPhys,1.0,0
312,0312a,"Humanitarian intervention is a subject on which there is significant debate regarding both the substance of current law, and the normative question of what the law should be. Discuss.",2.0,4/1/06,International Law,essay,Law,SS,M,2507.0,94.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,13.4,simple assignment,f,1985,Malay,UK1.5,LLB,1.0,1
312,0312b,"Discuss: ""Custom is now of limited importance as a source of International Law.""",2.0,2/1/06,International Law,essay,Law,SS,D,2509.0,112.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,18.7,simple assignment,f,1985,Malay,UK1.5,LLB,1.0,0
312,0312c,This essay will explore the different concepts pertaining to legal parentage and parental responsibility in family law; focusing on how legal parentage is determined in common law and following the enactment of the Human Fertilisation and Embryology Act 1990 (HFEA 1990).,2.0,4/1/06,Law and the Family,essay,Law,SS,M,2454.0,103.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.8,8.6,simple assignment,f,1985,Malay,UK1.5,LLB,1.0,1
312,0312d,Discuss the significance of EU citizenship with particular reference Case C-209/03 R (on the application of Bidar) v Ealing LBC [2005] 2 WLR 1078.,2.0,1/1/06,Foundations of European Law,essay,Law,SS,M,2506.0,84.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,14.0,simple assignment,f,1985,Malay,UK1.5,LLB,1.0,0
312,0312e,This essay will explore the rule against bias; nemo judex in causa sua in the context of the given scenario.,2.0,4/1/06,General Principles of Constitutional &amp; Administrative Law,essay,Law,SS,M,2551.0,113.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.6,11.3,simple assignment,f,1985,Malay,UK1.5,LLB,1.0,1
312,0312f,Competition law is a pointless tool in the hands of competition authorities if it is not backed by stringent powers of enforcement.',3.0,1/1/07,Introduction to Competition Law,essay,Law,SS,M,2520.0,95.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,9.5,simple assignment,f,1985,English,UK1.5,LLB,1.0,1
312,0312g,Without being overly presumptuous it can surely be asserted that Judaeo-Christian theology has shaped the underlying structure of the laws of Western Civilization.,3.0,4/1/07,"Origins, Images and Cultures of English Law",essay,Law,SS,M,2531.0,113.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,18.8,simple assignment,f,1985,English,UK1.5,LLB,1.0,1
312,0312h,"Assess the usefulness of Charles Dickens's Bleak House in interpreting the law, practice, institutions and personnel involved in the work of the old Court of Chancery (1800-1875).",3.0,4/1/07,Law of Trusts,essay,Law,SS,M,5042.0,200.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,33.3,simple assignment,f,1985,English,UK1.5,LLB,1.0,1
312,0312i,Human rights atrocities have become a focal point in this global era through the many egregious acts committed by individuals over the past few decades.,3.0,1/1/07,International Criminal Law,essay,Law,SS,M,2505.0,116.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,11.6,simple assignment,f,1985,English,UK1.5,LLB,1.0,1
314,0314a,What benefits are there to tracing long term processes of social change?,2.0,5/1/06,Theoretical Ideas in Sociology,essay,Sociology,SS,M,2574.0,84.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,7.6,simple assignment,m,1982,English,UKA,History/Sociology,1.0,0
314,0314b,How useful is it to separate the 'form' of social life from its 'content'?,2.0,5/1/05,Theoretical Ideas in Sociology,essay,Sociology,SS,M,3367.0,104.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,7.4,simple assignment,m,1982,English,UKA,History/Sociology,1.0,0
314,0314c,How would you describe the relationship between science and society in a democracy: compatible or oppositional?,2.0,5/1/06,"Sociology of Science, Knowledge and Intellectuals",essay,Sociology,SS,M,3846.0,182.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,6.3,simple assignment,m,1982,English,UKA,History/Sociology,1.0,0
314,0314d,What were the class and gender implications of the rise of professional medicine? Discuss in relation to obstetrics and childbirth and women's madness.,1.0,5/1/04,"Gender, Class and Empire",essay,Sociology,SS,M,2156.0,69.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,6.9,simple assignment,m,1982,English,UKA,History/Sociology,1.0,0
314,0314e,Analyse the ways in which the image of the 'street waif' was constructed and to what intent.,1.0,5/1/04,"Gender, Class and Empire",essay,Sociology,SS,M,1667.0,60.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,7.5,simple assignment,m,1982,English,UKA,History/Sociology,1.0,0
314,0314g,Why did de Tocqueville attach so much importance to associations?,1.0,5/1/04,Sociological Investigation and Imagination,essay,Sociology,SS,M,2142.0,70.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,7.8,simple assignment,m,1982,English,UKA,History/Sociology,1.0,0
314,0314i,To what extent did relations with the Soviet Union and American Left shape the character of the Mexican Revolution?,3.0,5/1/06,"Race, History and Nation in Mexico",essay,History,AH,M,2159.0,59.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,7.4,simple assignment,m,1982,English,UKA,History/Sociology,1.0,0
315,0315c,"The Commission is Organised on the Pattern of a Government (K. P. E. Lasok - ""Law and Institutions of the European Union"" (2001) at 235). Is it Accurate to Describe the Commission as the Government of the EU?",2.0,12/1/04,Foundations of European Law,essay,Law,SS,M,2473.0,122.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,8.7,simple assignment,f,1986,English,UKA,LLB,1.0,1
315,0315d,Environmental Law is now a specific area of policy-making in the EU. Discuss with reference to specific legal principles adopted in this area.,2.0,3/1/05,Law &amp; Policies of the European Union,essay,Law,SS,M,2442.0,125.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,8.3,simple assignment,f,1986,English,UKA,LLB,1.0,1
318,0318e,Constantin von Neurath (1873-1956),3.0,1/1/06,Eastern Europe in Crisis,essay,History,AH,D,2208.0,88.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,5.2,simple assignment,f,1985,English,UKA,History,1.0,0
318,0318f,The rise and fall of the Third Reich,3.0,3/1/06,Eastern Europe in Crisis,essay,History,AH,D,3001.0,107.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.2,simple assignment,f,1985,English,UKA,History,1.0,0
318,0318g,Leopold von Ranke (1795-1886),3.0,1/1/06,Historiography,essay,History,AH,D,2291.0,115.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,4.8,simple assignment,f,1985,English,UKA,History,1.0,0
319,0319a,Value and Labour: the Sociological Significance of Labor Theory of Value,4.0,1/1/07,Marx's Social Theory,essay,Sociology,SS,M,5114.0,218.0,52.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,23.5,4.2,simple assignment,f,1984,Chinese Mandarin,OSA,Sociology,1.0,1
319,0319b,An Alternative Interpretation of Hobbes's State of Nature,4.0,1/1/07,Politics and Social Theory 1,essay,Sociology,SS,M,4567.0,180.0,40.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,25.4,4.5,simple assignment,f,1984,Chinese Mandarin,OSA,Sociology,1.0,1
320,0320f,"Critically examine the extent to which adding micro-nutrients (vitamins and minerals) is an appropriate response to nutritional problems, using examples to illustrate your argument.",3.0,5/1/06,Politics of Food and Nutrition,essay,Sociology,SS,M,2726.0,87.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.3,3.5,simple assignment,f,1958,English,UKA,Sociology,1.0,0
320,0320g,To what extent are holistic healing systems alternative or complementary to 'scientific' medicine?,3.0,5/1/05,Contemporary Health Issues,essay,Sociology,SS,M,2508.0,75.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,6.3,simple assignment,f,1958,English,UKA,Sociology,1.0,1
320,0320h,What accounts for the differences in offending between girls and boys?,3.0,5/1/05,Youth and Society,essay,Sociology,SS,M,1640.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,10.0,simple assignment,f,1958,English,UKA,Sociology,1.0,1
320,0320i,What considerations frame debates around delinquency among girls?,3.0,5/1/06,Youth and Society,essay,Sociology,SS,M,4125.0,136.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,7.2,simple assignment,f,1958,English,UKA,Sociology,1.0,0
320,0320j,"Hebdige was a member of the Centre for Contemporary Cultural Studies, University of Birmingham (CCCs) during the 1970s, who challenged the entrenched view of youth as trouble or in trouble",3.0,5/1/06,Youth and Society,essay,Sociology,SS,M,4430.0,128.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,7.5,simple assignment,f,1958,English,UKA,Sociology,1.0,0
324,0324b,"Does Rawls's conception of ""justice as fairness"" provide a superior alternative to utilitarian conceptions of justice?",3.0,1/1/07,Issues of Political Theory,essay,Politics,SS,M,1589.0,61.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,3.0,simple assignment,f,1985,English,OSA,Politics and International Studies,1.0,1
350,0350a,In the Search of Political Leaders - A Review of the Bureaucratic Governance of Hong Kong under the Political Thoughts of Max Weber,4.0,12/1/06,Politics and Social Theory 1,essay,Sociology,SS,M,4642.0,157.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,4.4,simple assignment,f,1980,Chinese Cantonese,OSA,Sociology,1.0,1
350,0350c,"A Comparison Between ""Asylums: Essays on the Social Situation of Mental Patients"" by Erving Goffman; and ""Critical Realist Ethnography: The Case of Racism and Professionalism in a Medical Setting"" by Sam Porter.",4.0,11/1/06,Researching Society,essay,Sociology,SS,M,1565.0,63.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,3.5,simple assignment,f,1980,Chinese Cantonese,OSA,Sociology,1.0,0
360,0360a,Should the World Bank be reformed or abolished?,4.0,3/1/07,Theories and Histories of International Development Law and Human Rights,essay,Law,SS,M,591.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,3.2,simple assignment,f,1981,Arabic,OSA,LLM in International Development Law and Human Rights,1.0,0
360,0360b,Globalisation and Global Governance,4.0,11/1/06,Theories and Histories of International Development Law and Human Rights,essay,Law,SS,D,951.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,29.7,2.3,simple assignment,f,1981,Arabic,OSA,LLM in International Development Law and Human Rights,1.0,0
360,0360c,Refugees and the principle of Burden-Sharing,4.0,12/1/06,Approaches to Global Justice,essay,Law,SS,D,2949.0,70.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.1,3.5,simple assignment,f,1981,Arabic,OSA,LLM in International Development Law and Human Rights,1.0,1
360,0360d,Child Soldiers and International Humanitarian Law,4.0,12/1/06,International Humanitarian Law,essay,Law,SS,M,2303.0,66.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.9,3.0,simple assignment,f,1981,Arabic,OSA,LLM in International Development Law and Human Rights,1.0,1
360,0360e,Female Genital Mutilation and the Efficacy of International Human Rights Law,4.0,12/1/06,Women's Human Rights,essay,Law,SS,D,2739.0,62.0,25.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,44.2,2.5,simple assignment,f,1981,Arabic,OSA,LLM in International Development Law and Human Rights,1.0,1
376,0376a,Choice of Law Rules and Laws Not Deriving from a Sovereign State,3.0,4/1/07,Conflict,essay,Law,SS,M,2293.0,113.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,3.6,simple assignment,f,1983,Finnish,OSA,Law,1.0,1
377,0377a,Organ transplants are over-regulated. Discuss.,3.0,11/1/06,Law and Medicine,essay,Law,SS,M,2412.0,107.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,8.9,simple assignment,f,1983,Polish,OSA,Law,1.0,0
377,0377b,"Discuss critically whether or not choice of law rules may refer to a system of law that does not derive from the sovereign power of a state, e.g. Shariah or UNIDROIT Principles of International Commercial Contracts. Make reference to case law and the academic discussion.",3.0,4/1/07,Conflict of Laws,essay,Law,SS,M,2333.0,79.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,3.6,simple assignment,f,1983,Polish,OSA,Law,1.0,1
377,0377c,Evaluate the EC treatment of the anti-competitive effects of conglomerate mergers. You should include in your discussion the ECJ decision in EC v Tetra Laval Case C-12/03 P (2005).,3.0,4/1/07,Advanced Themes in Competition Law &amp; Policy,essay,Law,SS,M,2488.0,78.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,3.7,simple assignment,f,1983,Polish,OSA,Law,1.0,1
380,0380a,"How, and how successfully was order maintained in early modern London?",2.0,3/1/07,English Communities in Crisis,essay,History,AH,M,2470.0,113.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,8.1,simple assignment,f,1986,English,UKA,History,1.0,0
380,0380b,Analyse the relationship between prices and theft prosecutions in Elizabethan and Jacobean England.,3.0,3/1/07,English Communities in Crisis,essay,History,AH,M,2027.0,75.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.8,simple assignment,f,1986,English,UKA,History,1.0,0
380,0380c,Roy Porter describes private asylums as both 'running sores of scandal' and 'sites of therapeutic innovation.' Do you agree with this dual imagery?,3.0,10/1/06,Madness and Society: from Bethlem to the Present,essay,History,AH,M,2335.0,97.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,8.1,simple assignment,f,1986,English,UKA,History,1.0,0
380,0380d,Could an argument be made that mental illness is socially constructed with respect to hysteria or neurasthenia?,3.0,3/1/07,Madness and Society: from Bethlem to the Present,essay,History,AH,M,2523.0,123.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,10.3,simple assignment,f,1986,English,UKA,History,1.0,0
387,0387a,"A Reinterpretation of Arendt's Concepts of Labor, Work and Action",4.0,4/1/07,Politics and Social Theory II,essay,Sociology,SS,M,4679.0,189.0,46.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,24.8,4.1,simple assignment,f,1984,Chinese Mandarin,OSA,MA Sociology,1.0,1
387,0387b,Science and Religion in Weber's Disenchanted World,4.0,4/1/07,Sociology of Modernity,essay,Sociology,SS,M,4905.0,212.0,51.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,23.1,4.2,simple assignment,f,1984,Chinese Mandarin,OSA,MA Sociology,1.0,1
390,0390a,"In what sense does our experience of the sublime demonstrate the supremacy of our rational nature, according to Kant?",3.0,11/1/06,Aesthetics,essay,Philosophy,AH,D,3015.0,131.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.7,simple assignment,m,1981,English,UKA,Philosophy,1.0,1
390,0390b,Does Sartre's conception of the body overcome mind/body dualism?,3.0,12/1/06,Twentieth Century Continental Philosophy I,essay,Philosophy,AH,D,3004.0,131.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,11.9,simple assignment,m,1981,English,UKA,Philosophy,1.0,0
390,0390c,What is N's conception of autonomy and how does it differ from Kant's?,3.0,11/1/06,Post Kantian Continental Philosophy I,essay,Philosophy,AH,D,2698.0,109.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.8,6.8,simple assignment,m,1981,English,UKA,Philosophy,1.0,1
390,0390d,What is 'will' for Schopenhauer and how coherent is his account of it?,3.0,10/1/06,Post Kantian Continental Philosophy I,essay,Philosophy,AH,D,1861.0,85.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.9,4.3,simple assignment,m,1981,English,UKA,Philosophy,1.0,0
391,0391c,What impact did the hunger strikes in 1981 have on the politics of Northern Ireland?,3.0,3/1/07,The Troubles 1968-1998,essay,History,AH,D,2214.0,97.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,5.4,simple assignment,f,1986,English,UKA,History,1.0,0
391,0391e,What have been the major historiographical arguments about China's 'tribute system'?,3.0,4/1/07,China Encounters,essay,History,AH,M,2206.0,77.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,4.5,simple assignment,f,1986,English,UKA,History,1.0,0
399,0399a,"A discussion regarding the statement that: ""The extent to which a monopoly induces economic efficiency depends, among other things, upon factors such as: (i) Vertical integration in the market, (ii) Horizontal market contestability, (iii) Technology, (iv) The role of advertising and (v) Market demand elasticity.""",2.0,1/1/06,Economics 2,essay,Economics,SS,M,2498.0,103.0,16.0,0.0,4.0,1.0,4.0,0.0,2.0,0.0,24.3,6.4,simple assignment,f,1985,English,UKA,"Economics, Politics and International Studies",1.0,1
399,0399b,What is the Phillips Curve? Explain why critics believe the ratio no longer holds.,2.0,2/1/06,Economics 2,essay,Economics,SS,D,2489.0,124.0,24.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,20.1,5.2,simple assignment,f,1985,English,UKA,"Economics, Politics and International Studies",1.0,1
399,0399c,Was the Collapse of the Bretton Woods System Inevitable? And what were its long-run Consequences?,3.0,3/1/07,The Making of Economic Policy,essay,Economics,SS,D,3311.0,147.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,6.4,simple assignment,f,1985,English,UKA,"Economics, Politics and International Studies",1.0,1
399,0399e,To What Extent is 'New Institutionalism' useful when analysing E.U Processes? (Do Institutions really Matter?),3.0,11/1/06,European Union Policy Making,essay,Politics,SS,M,3376.0,130.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.2,simple assignment,f,1985,English,UKA,"Economics, Politics and International Studies",1.0,1
399,0399f,"How are poor household's experiences of food shaped by their social, economic, or personal experience?",3.0,11/1/06,Politics of Food and Nutrition,essay,Sociology,SS,M,3295.0,129.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.5,7.6,simple assignment,f,1985,English,UKA,"Economics, Politics and International Studies",1.0,0
399,0399g,Examine the evidence on how the food standards agency in the UK is structured and works in relation to its aims and objectives. What has it done/would it need to do to ensure that consumers trust it more than they did MAFF?,3.0,3/1/07,Politics of Food and Nutrition,essay,Sociology,SS,M,2342.0,73.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.1,3.8,simple assignment,f,1985,English,UKA,"Economics, Politics and International Studies",1.0,1
402,0402a,"In what ways can women's movements transcend differences such as class and ethnicity, in order to work together for social change? Show awareness of specific cultural and historical contexts when using evidence from a particular country",4.0,4/1/07,"Gender, Imperialism and International Development",essay,Sociology,SS,M,5302.0,172.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.8,3.7,simple assignment,f,1968,Igbo,OSA,MA Gender and International Development,1.0,1
402,0402b,Globally women continue to shoulder the major burden of domestic and care work in the household. How can this phenomenon be explained?,4.0,12/1/06,"Sex, Gender and Power: Social Processes at Work",essay,Sociology,SS,M,4955.0,167.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,4.8,simple assignment,f,1968,Igbo,OSA,MA Gender and International Development,1.0,1
405,0405a,What light does Bury's (1982) notion of 'biographical disruption' shed on the meaning and experience of chronic illness?,4.0,5/1/06,Sociological Research in Health Care,essay,Sociology,SS,D,6107.0,165.0,40.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,37.0,4.1,simple assignment,f,1983,English,UKA,Masters in Social Research,1.0,0
405,0405b,"Ethical dilemmas have been reconfigured as the result of the widespread use of medical technology, how should society respond?",4.0,5/1/06,Sociological Research in Health Care II,essay,Sociology,SS,D,6080.0,145.0,40.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,41.9,3.6,simple assignment,f,1983,English,UKA,Masters in Social Research,1.0,0
405,0405d,"Present your reading of one still photograph, published or unpublished, bringing to bear what you have learnt about visual cultures and visual analysis, and paying particular attention to its production, composition and intended audience",4.0,12/1/05,Qualitative Methods in Social Research,essay,Sociology,SS,D,602.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,4.0,simple assignment,f,1983,English,UKA,Masters in Social Research,1.0,0
407,0407a,How does Kant's Theory of Freedom differ from Hume's?,2.0,3/1/06,History of Modern Philosophy,essay,Philosophy,AH,M,5011.0,213.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,23.5,5.6,simple assignment,f,1985,English,UKA,Philosophy,1.0,0
407,0407b,"A critical analysis of the development of the sublime in Burke, Kant and Schopenhauer",2.0,3/1/06,Aesthetics,essay,Philosophy,AH,M,5553.0,248.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,6.5,simple assignment,f,1985,English,UKA,Philosophy,1.0,0
407,0407c,Do you agree with Schopehauer that Compassion is the only genuine and moral motive of action?,3.0,11/1/06,Post Kantian Continental Philosophy I,essay,Philosophy,AH,M,2244.0,93.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,24.1,8.5,simple assignment,f,1985,English,UKA,Philosophy,1.0,0
407,0407d,An analysis of Nietzsche on compassion in comparison to Schopenhauer,3.0,1/1/07,Post Kantian Continental Philosophy I,essay,Philosophy,AH,M,2722.0,107.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,8.2,simple assignment,f,1985,English,UKA,Philosophy,1.0,0
409,0409a,THE ABSENCE OF DEFINITION OF TERRORISM AND TERRORISTS IN IHL AND THE LEGAL IMPLICATIONS,4.0,1/1/07,International Humanitarian Law,essay,Law,SS,M,3053.0,121.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.2,4.3,simple assignment,f,1982,French,OSA,International Development Law and Human Rights,1.0,1
409,0409b,Can we think nature's rights outside the anthropocentric outlook of the dominant discourse of human rights?,4.0,4/1/07,Theories and Histories of Human Rights,essay,Law,SS,M,2967.0,139.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,5.0,simple assignment,f,1982,French,OSA,International Development Law and Human Rights,1.0,1
409,0409c,Four propositions to improve the efficiency of alternative globalization movements and civil society organizations,4.0,4/1/07,Civil Society and Activism,essay,Law,SS,M,2968.0,129.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.1,simple assignment,f,1982,French,OSA,International Development Law and Human Rights,1.0,1
